zip_path,filename,condition,width,height,mode,sha256,size_bytes
VR_Image_dataset_final/C1/Scene086_C1.jpg,Scene086_C1.jpg,C1,1600,800,RGB,ae80d5d53d6ba5ac1c4cf2116487e66085448f326b462392b488020219e738d2,237001
VR_Image_dataset_final/C1/Scene087_C1.jpg,Scene087_C1.jpg,C1,1600,800,RGB,23b2cddd373c78ab15c4c5fbc43f199afbceb52f97bb81b6cfc41dec46f22da0,454353
VR_Image_dataset_final/C1/Scene088_C1.jpg,Scene088_C1.jpg,C1,1600,800,RGB,76aaf0c79f971df757715f8b1950a8842b25b53790b393bd2665573d71a3da30,161937
VR_Image_dataset_final/C1/Scene089_C1.jpg,Scene089_C1.jpg,C1,1600,800,RGB,043506843825f278ca0273f56b9b3cb580bba1d19e9ee722a4b7c2f8d111cda2,221420
VR_Image_dataset_final/C1/Scene090_C1.jpg,Scene090_C1.jpg,C1,1600,800,RGB,6cecc4f023274dafe160413dd55aa2e527ab96360ea575b12e75b13c18a32f81,212361
VR_Image_dataset_final/C1/Scene091_C1.jpg,Scene091_C1.jpg,C1,1600,800,RGB,608a5cbdc9112d0c49c580b23b07ef85ddadaa534efe56fb086faf03f4aff53d,213806
VR_Image_dataset_final/C1/Scene092_C1.jpg,Scene092_C1.jpg,C1,1600,800,RGB,59567ec8d3dc898e229a6ce261870cf328d0652ed0843a6019b8f4dd29629595,164567
VR_Image_dataset_final/C1/Scene093_C1.jpg,Scene093_C1.jpg,C1,1600,800,RGB,f0b45f5756b58c773fbacc464d184eecede8d852961e48819a781c857ab890a0,203011
VR_Image_dataset_final/C1/Scene094_C1.jpg,Scene094_C1.jpg,C1,1600,800,RGB,80f57190b22173db06e73cfa75329a7081ce706211c256f748f10576e4fd2e3c,231392
VR_Image_dataset_final/C1/Scene095_C1.jpg,Scene095_C1.jpg,C1,1600,800,RGB,7911ca7ca7fd5debcc75e0fc1246dcb23e032c42a0a3b01467424b3e58da2a54,188980
VR_Image_dataset_final/C1/Scene096_C1.jpg,Scene096_C1.jpg,C1,1600,800,RGB,cc920292b70d6b12b57889f42d5ac96fdefbf59f1b7c9e8f3a7e539a4c01e47f,50973
VR_Image_dataset_final/C1/Scene097_C1.jpg,Scene097_C1.jpg,C1,1600,800,RGB,21cce27eeaff4a39dee2059a84ca419b57b7791bbfbdd1c2a9c2fda20e826968,54535
VR_Image_dataset_final/C1/Scene098_C1.jpg,Scene098_C1.jpg,C1,1600,800,RGB,f90db1ee1b2c71f888ed985c2b933ec2ff61ae51695c47687fab9c47ecc2474d,110269
VR_Image_dataset_final/C1/Scene099_C1.jpg,Scene099_C1.jpg,C1,1600,800,RGB,2edbc9ebc3404e65ef2fdf53248e797981fdb8fd168564193b8ca3cf5102e6cc,182123
VR_Image_dataset_final/C1/Scene100_C1.jpg,Scene100_C1.jpg,C1,1600,800,RGB,226fc2e17b9746c31652f5620db40e3a4538616413215b9a6b532582b79b5512,184223
VR_Image_dataset_final/C2/Scene001_C2.jpg,Scene001_C2.jpg,C2,1600,800,RGB,cebd7590e20fe4a552f7cd737f2254815b9732273e9fd859f9d51e63ce889ed1,73750
VR_Image_dataset_final/C2/Scene002_C2.jpg,Scene002_C2.jpg,C2,1600,800,RGB,98b4b4e1fae5720bbaa6712f95fa31cb9ea1ad4c304169504235174ffe4667ed,248626
VR_Image_dataset_final/C2/Scene003_C2.jpg,Scene003_C2.jpg,C2,1600,800,RGB,072d5fbcdf753eb9d739b9de737796ea42cb374ea98688d2d024969865551165,103065
VR_Image_dataset_final/C2/Scene004_C2.jpg,Scene004_C2.jpg,C2,1600,800,RGB,c6aa2329a3b56f1861e36b4a4844411ffd43affc66cbbdd4714a176f89175789,72541
VR_Image_dataset_final/C2/Scene005_C2.jpg,Scene005_C2.jpg,C2,1600,800,RGB,380d6a06c3d41dbd9dc0c14688e8a23c75a6bb869a6bc3d3c305bffc1edd766d,105952
VR_Image_dataset_final/C2/Scene006_C2.jpg,Scene006_C2.jpg,C2,1600,800,RGB,d8ae96ae6b5899bc5afc0b5ba917dccc438a07421d4276a69108326664a4fda9,248258
VR_Image_dataset_final/C2/Scene007_C2.jpg,Scene007_C2.jpg,C2,1600,800,RGB,1082175a78a9bdc331fe664652265a22d1edd1d60416176b2f9b7ab0df75dc6c,235232
VR_Image_dataset_final/C2/Scene008_C2.jpg,Scene008_C2.jpg,C2,1600,800,RGB,034c281cb06f8f898a9f4e3242f5c890d238704a98d6b047bacfe2e65a8e2759,198031
VR_Image_dataset_final/C2/Scene009_C2.jpg,Scene009_C2.jpg,C2,1600,800,RGB,99e80ca81bed6785739fa67896f2ffdde93e0b60cbccbc233c5698113317bd56,308072
VR_Image_dataset_final/C2/Scene010_C2.jpg,Scene010_C2.jpg,C2,1600,800,RGB,9dc12141f4f1d1f50e04228d8fb6fc7b89a4e095d258ae22992d9b7341bc6ffe,383251
VR_Image_dataset_final/C2/Scene011_C2.jpg,Scene011_C2.jpg,C2,1600,800,RGB,5e6e0466f95b9e273ee97ed18a85ec843a5dfeb8f7447f6df79c9ef5a2afac56,393987
VR_Image_dataset_final/C2/Scene012_C2.jpg,Scene012_C2.jpg,C2,1600,800,RGB,59427bf509bcf0ba6c0780102f36af90448eb5ee56467ca8e6d58827180b6030,362868
VR_Image_dataset_final/C2/Scene013_C2.jpg,Scene013_C2.jpg,C2,1600,800,RGB,29aee8409659c8c58725aab5bfc8367b75355e46436a789dbe288b8c28d575a6,298863
VR_Image_dataset_final/C2/Scene014_C2.jpg,Scene014_C2.jpg,C2,1600,800,RGB,e6cb5d6122bd058dca8746c1ba1454962bff94515c8f12d8e5ae4a11168454a6,209425
VR_Image_dataset_final/C2/Scene015_C2.jpg,Scene015_C2.jpg,C2,1600,800,RGB,fbd8f41f88916ebc1039f1137db7231acc248280ab8e6f2892e12968a365417d,363241
VR_Image_dataset_final/C2/Scene016_C2.jpg,Scene016_C2.jpg,C2,1600,800,RGB,0be0b4db4f1473b9983e755efc4f34ce5039ed574b5670960423b4f4f03ff847,320471
VR_Image_dataset_final/C2/Scene017_C2.jpg,Scene017_C2.jpg,C2,1600,800,RGB,e22afee234a9c6a1d5ca080868a82b92f52deb6072ab8451c75e78951127b084,193609
VR_Image_dataset_final/C2/Scene018_C2.jpg,Scene018_C2.jpg,C2,1600,800,RGB,b919e091b415684cc6b562938997a0fb1e940cedcce4ba9c5b1f7ced0bacfcf7,230186
VR_Image_dataset_final/C2/Scene019_C2.jpg,Scene019_C2.jpg,C2,1600,800,RGB,c0e0614d5dba021d6ddec95fb2360620a54ba63bb2484e7af46472bc3b0ed022,147867
VR_Image_dataset_final/C2/Scene020_C2.jpg,Scene020_C2.jpg,C2,1600,800,RGB,4a888ab9f92a139ed1f405da2245a10c02cc07b223a61946f4f83fc35bc426b0,135101
VR_Image_dataset_final/C2/Scene021_C2.jpg,Scene021_C2.jpg,C2,1600,800,RGB,84892cfcd9849b5c25a10dcfd39492c855b6e254d6eb900c3bd2fade0b4d44cb,204815
VR_Image_dataset_final/C2/Scene022_C2.jpg,Scene022_C2.jpg,C2,1600,800,RGB,e6ef33fa789c65a26d339bcb032645a7c34c1f8cce4ce18a349f85ffe1b5f59a,303839
VR_Image_dataset_final/C2/Scene023_C2.jpg,Scene023_C2.jpg,C2,1600,800,RGB,073fba2fa4167a5b2a50a32b012f68dae4f14d390491a84909522558cfd1124f,290298
VR_Image_dataset_final/C2/Scene024_C2.jpg,Scene024_C2.jpg,C2,1600,800,RGB,3478c60c83447125759dcc96aab353bf84ca27f8c6b229d409716db3b41d942d,233616
VR_Image_dataset_final/C2/Scene025_C2.jpg,Scene025_C2.jpg,C2,1600,800,RGB,51593962a198895b216b161175c5fbb55fd5c2cda9b185c75787091060835336,287904
VR_Image_dataset_final/C2/Scene026_C2.jpg,Scene026_C2.jpg,C2,1600,800,RGB,1e5cf41515a83485dd695ce083c7a39570a7872ccb87bc7092218cb9fdce7c08,360466
VR_Image_dataset_final/C2/Scene027_C2.jpg,Scene027_C2.jpg,C2,1600,800,RGB,54404070243d447a992eefeaccd28a1be301e06db2ec077de2b21fa74cd44e04,377169
VR_Image_dataset_final/C2/Scene028_C2.jpg,Scene028_C2.jpg,C2,1600,800,RGB,74d2b2fc5e7c485a461ecb7356c9756f148317e6449e6b1dc343e8cec19b8997,239202
VR_Image_dataset_final/C2/Scene029_C2.jpg,Scene029_C2.jpg,C2,1600,800,RGB,caa12a369fa199144dea928a12eecf8839bf1ddf6ed1969a2b85222eeb6b4c26,76370
VR_Image_dataset_final/C2/Scene030_C2.jpg,Scene030_C2.jpg,C2,1600,800,RGB,08554f799915f4ee93f45fc313ea03933de39788c8739e608c38cca5c010eda7,260631
VR_Image_dataset_final/C2/Scene031_C2.jpg,Scene031_C2.jpg,C2,1600,800,RGB,798c33e34fe7230ee38e7aae1f7925c86e19e9f7cee9f26d27cdec508ec3ee62,262927
